material_id,batch_id,estimated_weight_kg,species,material_form,former_use,known_treatment_status,surface_condition,record_completeness,requires_inspection,special_handling_flag,initial_recovery_grade,recovery_grade,current_route,resolution_status,output_date
M00948,B028,212.9,Cypress Pine,Board,Sawn board,Unknown,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-10-12
M00949,B028,862.9,Unknown / Mixed,Board,Formwork board,No Treatment Recorded,Poor,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-10-12
M00950,B028,387.9,Unknown / Mixed,Flooring,Decking board,No Treatment Recorded,Poor,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-10-12
M00951,B028,344.1,Oregon,Board,Fence palings,Unknown,Good,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-10-12
M00952,B028,596.9,Oregon,Cladding,Fascia board,Conflicting Record,Poor,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-10-12
M00953,B028,1053.4,Oregon,Board,Formwork board,Conflicting Record,Good,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-10-12
M00954,B028,1270.0,Unknown / Mixed,Structural Member,Truss member,Unknown,Poor,Critical Information Missing,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-10-12
M00955,B028,1278.4,Cypress Pine,Structural Member,Truss member,No Treatment Recorded,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-10-12
M00956,B028,225.6,Radiata Pine,Board,Fence palings,Unknown,Severely Degraded,Partial,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-10-12
M00957,B029,56.4,Oregon,Flooring,Floor board,Unknown,Poor,Partial,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-10-28
M00958,B029,1075.3,Sydney Blue Gum,Beam,Racking beam,Surface Coating Recorded,Good,Critical Information Missing,No,No,Premium,Premium,Higher-value Recovery,Output,2025-10-28
M00959,B029,1407.1,Oregon,Beam,Racking beam,No Treatment Recorded,Good,Partial,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-10-28
M00960,B029,1325.8,Oregon,Beam,Roof beam,Known Treatment Recorded,Poor,Complete,No,No,Premium,Premium,Higher-value Recovery,Output,2025-10-28
M00961,B029,1393.4,Blackbutt,Beam,Portal frame member,Known Treatment Recorded,Fair,Partial,No,No,Premium,Premium,Higher-value Recovery,Output,2025-10-28
M00962,B029,1665.2,Sydney Blue Gum,Post,Structural post,Unknown,Good,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-10-28
M00963,B029,110.7,Mountain Ash,Cladding,Weatherboard,Conflicting Record,Poor,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-10-28
M00964,B029,189.2,Mountain Ash,Board,Dunnage,No Treatment Recorded,Poor,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-10-28
M00965,B029,445.0,Unknown / Mixed,Board,Dunnage,Unknown,Fair,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-10-28
M00966,B029,2706.1,Blackbutt,Beam,Floor joist,No Treatment Recorded,Good,Critical Information Missing,Yes,No,Character,Character,Higher-value Recovery,Output,2025-10-28
M00967,B029,882.8,Oregon,Structural Member,Wall stud,No Treatment Recorded,Fair,Partial,No,No,Character,Character,Higher-value Recovery,Output,2025-10-28
M00968,B029,363.0,Mixed Hardwood,Post,Fence post,Known Treatment Recorded,Fair,Critical Information Missing,Yes,Yes,Character,Character,Special Handling,Output,2025-10-28
M00969,B029,641.0,Sydney Blue Gum,Beam,Portal frame member,Surface Coating Recorded,Poor,Partial,No,No,Character,Rustic,Board Feedstock,Output,2025-10-28
M00970,B029,1928.4,Oregon,Beam,Racking beam,No Treatment Recorded,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-10-28
M00971,B029,679.1,Mountain Ash,Structural Member,Purlin,Unknown,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-10-28
M00972,B029,431.4,Sydney Blue Gum,Mixed Salvage,Mixed salvage lot,Adhesive / Composite Concern,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-10-28
M00973,B029,615.2,Messmate,Mixed Salvage,Assorted recovered timber,Known Treatment Recorded,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-10-28
M00974,B029,289.5,Sydney Blue Gum,Board,Formwork board,No Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-10-28
M00975,B029,1610.4,Radiata Pine,Beam,Floor joist,No Treatment Recorded,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-10-28
M00976,B029,761.0,Mixed Hardwood,Structural Member,Wall stud,No Treatment Recorded,Poor,Critical Information Missing,Yes,No,Rustic,Feedstock,Board Feedstock,Output,2025-10-28
M00977,B029,981.0,Spotted Gum,Structural Member,Purlin,No Treatment Recorded,Good,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-10-28
M00978,B029,468.8,Unknown / Mixed,Structural Member,Roof rafter,Known Treatment Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-10-28
M00979,B029,2223.5,Messmate,Beam,Racking beam,No Treatment Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-10-28
M00980,B029,47.7,Unknown / Mixed,Flooring,Flooring strip,No Treatment Recorded,Good,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-10-28
M00981,B029,253.0,Unknown / Mixed,Board,Sawn board,No Treatment Recorded,Poor,Partial,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-10-28
M00982,B029,850.0,Radiata Pine,Beam,Floor joist,No Treatment Recorded,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-10-28
M00983,B031,1162.0,Messmate,Post,Fence post,Unknown,Poor,Partial,No,No,Premium,Premium,Higher-value Recovery,Output,2025-11-24
M00984,B031,1390.9,Spotted Gum,Structural Member,Wall stud,No Treatment Recorded,Severely Degraded,Complete,Yes,No,Premium,Premium,Higher-value Recovery,Output,2025-11-24
M00985,B031,1331.7,Oregon,Post,Structural post,Known Treatment Recorded,Poor,Partial,No,No,Premium,Premium,Higher-value Recovery,Output,2025-11-24
M00986,B031,213.4,Radiata Pine,Flooring,Floor board,Surface Coating Recorded,Good,Partial,No,No,Premium,Premium,Higher-value Recovery,Output,2025-11-24
M00987,B031,334.8,Sydney Blue Gum,Cladding,Weatherboard,Known Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-11-24
M00988,B031,245.3,Cypress Pine,Flooring,Decking board,Adhesive / Composite Concern,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-11-24
M00989,B031,370.6,Messmate,Flooring,Decking board,No Treatment Recorded,Fair,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-11-24
M00990,B031,391.8,Ironbark,Board,Sawn board,Adhesive / Composite Concern,Good,Complete,No,No,Character,Character,Higher-value Recovery,Output,2025-11-24
M00991,B031,4570.3,Mountain Ash,Beam,Portal frame member,Known Treatment Recorded,Severely Degraded,Complete,Yes,No,Character,Character,Higher-value Recovery,Output,2025-11-24
M00992,B031,226.2,Radiata Pine,Board,Formwork board,Conflicting Record,Fair,Partial,Yes,No,Character,Character,Higher-value Recovery,Output,2025-11-24
M00993,B031,472.0,Mixed Hardwood,Structural Member,Roof rafter,Adhesive / Composite Concern,Fair,Complete,Yes,Yes,Character,Character,Special Handling,Output,2025-11-24
M00994,B031,801.0,Radiata Pine,Mixed Salvage,Mixed salvage lot,No Treatment Recorded,Poor,Partial,No,No,Character,Rustic,Board Feedstock,Output,2025-11-24
M00995,B031,298.0,Radiata Pine,Mixed Salvage,Assorted recovered timber,Known Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-11-24
M00996,B031,259.5,Spotted Gum,Board,Formwork board,No Treatment Recorded,Poor,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-11-24
M00997,B031,434.4,Sydney Blue Gum,Mixed Salvage,Mixed salvage lot,Known Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-11-24
M00998,B031,1196.9,Blackbutt,Beam,Racking beam,Adhesive / Composite Concern,Good,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-11-24
M00999,B031,1700.1,Spotted Gum,Structural Member,Purlin,No Treatment Recorded,Poor,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-11-24
M01000,B031,558.6,Cypress Pine,Post,Verandah post,Unknown,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-11-24
M01001,B031,2671.3,Ironbark,Beam,Floor joist,Adhesive / Composite Concern,Poor,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-11-24
M01002,B031,51.9,Cypress Pine,Flooring,Floor board,Surface Coating Recorded,Good,Partial,No,No,Rustic,Rustic,Board Feedstock,Output,2025-11-24
M01003,B031,1686.3,Mixed Hardwood,Structural Member,Roof rafter,No Treatment Recorded,Fair,Complete,No,No,Rustic,Rustic,Board Feedstock,Output,2025-11-24
M01004,B031,951.0,Unknown / Mixed,Beam,Floor joist,No Treatment Recorded,Poor,Complete,No,No,Rustic,Feedstock,Board Feedstock,Output,2025-11-24
M01005,B031,176.4,Oregon,Board,Sawn board,Adhesive / Composite Concern,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-11-24
M01006,B031,1310.8,Cypress Pine,Beam,Portal frame member,No Treatment Recorded,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-11-24
M01007,B031,2039.4,Ironbark,Beam,Roof beam,No Treatment Recorded,Good,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-11-24
M01008,B031,1025.0,Unknown / Mixed,Beam,Racking beam,Surface Coating Recorded,Good,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-11-24
M01009,B031,1224.5,Sydney Blue Gum,Structural Member,Purlin,No Treatment Recorded,Poor,Partial,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-11-24
M01010,B031,109.9,Mixed Hardwood,Cladding,Weatherboard,Surface Coating Recorded,Poor,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-11-24
M01011,B031,1271.9,Unknown / Mixed,Structural Member,Roof rafter,No Treatment Recorded,Good,Critical Information Missing,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-11-24
M01012,B031,1856.2,Sydney Blue Gum,Beam,Floor joist,Adhesive / Composite Concern,Fair,Complete,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-11-24
M01013,B031,995.9,Radiata Pine,Structural Member,Truss member,Conflicting Record,Good,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-11-24
M01014,B031,647.8,Radiata Pine,Structural Member,Roof rafter,Surface Coating Recorded,Poor,Complete,Yes,No,Feedstock,Feedstock,Board Feedstock,Output,2025-11-24
M01015,B031,193.1,Oregon,Board,Fence palings,No Treatment Recorded,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-11-24
M01016,B031,822.1,Radiata Pine,Structural Member,Truss member,No Treatment Recorded,Fair,Partial,No,No,Feedstock,Feedstock,Board Feedstock,Output,2025-11-24
M01017,B031,834.0,Unknown / Mixed,Beam,Racking beam,Adhesive / Composite Concern,Fair,Partial,Yes,Yes,Feedstock,Feedstock,Special Handling,Output,2025-11-24
M01018,B031,1275.0,Oregon,Post,Verandah post,Known Treatment Recorded,Severely Degraded,Complete,Yes,No,Feedstock,Feedstock,Residual / Disposal,Output,2025-11-24
M01019,B030,1202.9,Cypress Pine,Post,Structural post,Unknown,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01020,B030,319.1,Sydney Blue Gum,Board,Dunnage,Unknown,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01021,B030,2579.4,Blackbutt,Beam,Racking beam,Conflicting Record,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01022,B030,1380.9,Unknown / Mixed,Structural Member,Purlin,Conflicting Record,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01023,B030,165.5,Radiata Pine,Cladding,Fascia board,No Treatment Recorded,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01024,B030,2724.7,Blackbutt,Beam,Racking beam,Unknown,Fair,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01025,B030,1198.6,Messmate,Post,Structural post,Surface Coating Recorded,Fair,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01026,B030,635.0,Unknown / Mixed,Mixed Salvage,Mixed salvage lot,Known Treatment Recorded,Fair,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01027,B030,296.6,Radiata Pine,Board,Formwork board,Surface Coating Recorded,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01028,B030,263.0,Messmate,Cladding,Cladding panel,Unknown,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01029,B030,1469.2,Mixed Hardwood,Post,Verandah post,Unknown,Good,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01030,B030,1543.3,Spotted Gum,Structural Member,Roof rafter,Surface Coating Recorded,Fair,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01031,B030,155.0,Ironbark,Flooring,Decking board,Unknown,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01032,B030,2304.7,Sydney Blue Gum,Beam,Floor joist,No Treatment Recorded,Poor,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01033,B030,945.9,Sydney Blue Gum,Structural Member,Wall stud,No Treatment Recorded,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01034,B030,2765.0,Mixed Hardwood,Beam,Portal frame member,Known Treatment Recorded,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01035,B030,1706.1,Mountain Ash,Structural Member,Purlin,Adhesive / Composite Concern,Fair,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01036,B030,473.4,Radiata Pine,Mixed Salvage,Mixed salvage lot,Unknown,Fair,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01037,B030,3344.1,Ironbark,Beam,Racking beam,No Treatment Recorded,Severely Degraded,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01038,B030,343.1,Cypress Pine,Board,Dunnage,Unknown,Severely Degraded,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01039,B030,2576.2,Oregon,Beam,Racking beam,Unknown,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01040,B030,2101.2,Messmate,Beam,Racking beam,Conflicting Record,Severely Degraded,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01041,B030,192.5,Unknown / Mixed,Board,Dunnage,Unknown,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01042,B030,1238.7,Unknown / Mixed,Post,Verandah post,No Treatment Recorded,Good,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01043,B030,1179.8,Messmate,Structural Member,Roof rafter,No Treatment Recorded,Good,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01044,B030,1505.2,Sydney Blue Gum,Post,Structural post,Unknown,Fair,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01045,B030,97.7,Cypress Pine,Board,Formwork board,Unknown,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01046,B030,398.8,Cypress Pine,Board,Sawn board,No Treatment Recorded,Fair,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01047,B030,124.4,Spotted Gum,Flooring,Decking board,No Treatment Recorded,Good,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01048,B030,1861.1,Sydney Blue Gum,Beam,Floor joist,Unknown,Fair,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01049,B030,237.6,Unknown / Mixed,Other,Joinery offcut,Conflicting Record,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01050,B030,657.6,Unknown / Mixed,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01051,B030,820.0,Unknown / Mixed,Mixed Salvage,Assorted recovered timber,Unknown,Poor,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01052,B030,150.6,Unknown / Mixed,Cladding,Fascia board,Unknown,Good,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01053,B030,531.8,Mixed Hardwood,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Fair,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01054,B030,990.4,Radiata Pine,Structural Member,Roof rafter,Conflicting Record,Severely Degraded,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01055,B030,793.6,Unknown / Mixed,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01056,B030,600.7,Unknown / Mixed,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Fair,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01057,B030,2261.3,Unknown / Mixed,Beam,Floor joist,Conflicting Record,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01058,B030,207.6,Spotted Gum,Board,Formwork board,Conflicting Record,Good,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01059,B030,763.0,Spotted Gum,Post,Verandah post,No Treatment Recorded,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01060,B030,1501.0,Blackbutt,Post,Structural post,No Treatment Recorded,Fair,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01061,B030,290.1,Unknown / Mixed,Board,Formwork board,No Treatment Recorded,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01062,B030,103.2,Unknown / Mixed,Board,Fence palings,Unknown,Good,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01063,B030,216.7,Unknown / Mixed,Cladding,Weatherboard,No Treatment Recorded,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01064,B030,303.0,Ironbark,Cladding,Cladding panel,Adhesive / Composite Concern,Good,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01065,B030,284.8,Oregon,Mixed Salvage,Mixed salvage lot,Known Treatment Recorded,Severely Degraded,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01066,B030,1562.1,Radiata Pine,Structural Member,Truss member,Unknown,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01067,B030,709.7,Spotted Gum,Structural Member,Roof rafter,Unknown,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01068,B030,1814.9,Cypress Pine,Beam,Floor joist,Conflicting Record,Fair,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01069,B030,2127.0,Unknown / Mixed,Beam,Portal frame member,No Treatment Recorded,Fair,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01070,B030,295.3,Oregon,Board,Dunnage,Conflicting Record,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01071,B030,256.5,Cypress Pine,Flooring,Flooring strip,Adhesive / Composite Concern,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01072,B030,987.4,Unknown / Mixed,Structural Member,Purlin,Unknown,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01073,B030,209.7,Blackbutt,Board,Sawn board,Conflicting Record,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01074,B030,976.3,Unknown / Mixed,Structural Member,Roof rafter,Conflicting Record,Poor,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01075,B030,138.5,Unknown / Mixed,Flooring,Decking board,Surface Coating Recorded,Good,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01076,B030,390.8,Cypress Pine,Board,Dunnage,Unknown,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01077,B030,3048.7,Oregon,Beam,Racking beam,No Treatment Recorded,Severely Degraded,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01078,B030,1326.6,Oregon,Post,Fence post,No Treatment Recorded,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01079,B030,3182.2,Unknown / Mixed,Beam,Racking beam,Adhesive / Composite Concern,Severely Degraded,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01080,B030,1840.7,Unknown / Mixed,Structural Member,Purlin,No Treatment Recorded,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01081,B030,128.9,Oregon,Other,Shelving,No Treatment Recorded,Good,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01082,B030,1025.7,Unknown / Mixed,Structural Member,Wall stud,Unknown,Good,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01083,B030,1261.0,Unknown / Mixed,Structural Member,Roof rafter,Surface Coating Recorded,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01084,B030,90.8,Unknown / Mixed,Flooring,Flooring strip,No Treatment Recorded,Severely Degraded,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01085,B030,186.1,Oregon,Board,Sawn board,No Treatment Recorded,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01086,B030,1129.8,Unknown / Mixed,Post,Verandah post,Surface Coating Recorded,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01087,B030,278.8,Unknown / Mixed,Board,Formwork board,Unknown,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01088,B030,863.3,Cypress Pine,Mixed Salvage,Assorted recovered timber,Surface Coating Recorded,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01089,B030,606.0,Messmate,Mixed Salvage,Assorted recovered timber,Unknown,Fair,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01090,B030,281.1,Cypress Pine,Board,Dunnage,Conflicting Record,Severely Degraded,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01091,B030,387.1,Unknown / Mixed,Board,Formwork board,No Treatment Recorded,Poor,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01092,B030,1604.6,Unknown / Mixed,Structural Member,Purlin,Known Treatment Recorded,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01093,B030,636.2,Spotted Gum,Post,Verandah post,Unknown,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01094,B030,149.3,Cypress Pine,Flooring,Floor board,No Treatment Recorded,Fair,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01095,B030,3271.9,Unknown / Mixed,Beam,Roof beam,No Treatment Recorded,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01096,B030,638.7,Oregon,Post,Fence post,Known Treatment Recorded,Fair,Partial,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01097,B030,171.3,Unknown / Mixed,Board,Fence palings,Unknown,Good,Complete,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01098,B030,618.9,Sydney Blue Gum,Mixed Salvage,Assorted recovered timber,No Treatment Recorded,Poor,Critical Information Missing,Yes,No,Unresolved,Unresolved,Unresolved,In Progress,
M01099,B032,225.9,Oregon,Board,Formwork board,No Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01100,B032,2115.0,Ironbark,Beam,Roof beam,No Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01101,B032,301.0,Ironbark,Board,Fence palings,Known Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01102,B032,920.3,Mountain Ash,Structural Member,Truss member,Conflicting Record,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01103,B032,2961.2,Radiata Pine,Beam,Roof beam,No Treatment Recorded,Poor,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01104,B032,1402.4,Ironbark,Beam,Portal frame member,No Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01105,B032,509.5,Mountain Ash,Other,Joinery offcut,Surface Coating Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01106,B032,1299.4,Cypress Pine,Post,Structural post,No Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01107,B032,1241.3,Spotted Gum,Structural Member,Roof rafter,No Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01108,B032,201.9,Radiata Pine,Flooring,Flooring strip,No Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01109,B032,3085.9,Messmate,Beam,Floor joist,Known Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01110,B032,267.2,Radiata Pine,Board,Formwork board,No Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01111,B032,631.9,Blackbutt,Post,Fence post,Known Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01112,B032,236.2,Cypress Pine,Board,Dunnage,Known Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01113,B032,83.4,Sydney Blue Gum,Cladding,Cladding panel,Surface Coating Recorded,Good,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01114,B032,1334.1,Mountain Ash,Structural Member,Roof rafter,Surface Coating Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01115,B032,487.1,Oregon,Other,Shelving,Surface Coating Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01116,B032,319.7,Sydney Blue Gum,Other,Shelving,No Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01117,B032,106.8,Messmate,Board,Dunnage,No Treatment Recorded,Good,Partial,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01118,B032,2003.8,Sydney Blue Gum,Beam,Floor joist,Known Treatment Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01119,B032,1349.7,Ironbark,Beam,Roof beam,Surface Coating Recorded,Good,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
M01120,B032,328.9,Sydney Blue Gum,Board,Dunnage,Known Treatment Recorded,Fair,Complete,No,No,Unresolved,Unresolved,Unresolved,Pending Processing,
